image_url,question_text,optionA,optionB,optionC,optionD,optionE,optionF,optionG,optionH,optionI,optionJ
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/LINE2_VALUE.png,"Which year had did older adults have the least risk, 2006 or 2008?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_DOT.png,Whose risk decreased the most from 2000 to 2002?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_DOT.png,Which age group was the 3rd most at risk in 2000?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_DOT.png,"In the year where 20-24 year olds were most at risk, what was 2nd most at risk group overall?",20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_DOT.png,Which group had the highest risk of diabetes in 2012?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_DOT.png,Whose risk increased the most from 2010 to 2012?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_DOT.png,Whose risk decreased the most from 2000 to 2002?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_DOT.png,"Which year had did younger adults have the most risk, 2004 or 2006?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_DOT.png,"Which year had did older adults have the least risk, 2006 or 2008?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_DOT.png,"Which year did 45-64 year olds have the highest risk, 2004 or 2012?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_DOT.png,"When did 20-24 year olds have a lower risk for diabetes, during 2002 or 2006?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_DOT.png,Which year has the smallest risk for 45-64 year olds?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_DOT.png,What year did 45-64 year olds have their lowest risk for diabetes?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_DOT.png,What year did younger adults have their highest risk for diabetes?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_DOT.png,What year did 20-24 year olds have the lowest risk for diabetes?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_DOT.png,What year did older adults have their 2nd highest risk rate?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_LINE.png,Whose risk decreased the most from 2000 to 2002?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_LINE.png,Which age group was the 3rd most at risk in 2000?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_LINE.png,"In the year where 20-24 year olds were most at risk, what was 2nd most at risk group overall?",20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_LINE.png,Which group had the highest risk of diabetes in 2012?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_LINE.png,Whose risk increased the most from 2010 to 2012?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_LINE.png,Whose risk decreased the most from 2000 to 2002?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_LINE.png,"Which year had did younger adults have the most risk, 2004 or 2006?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_LINE.png,"Which year had did older adults have the least risk, 2006 or 2008?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_LINE.png,"Which year did 45-64 year olds have the highest risk, 2004 or 2012?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_LINE.png,"When did 20-24 year olds have a lower risk for diabetes, during 2002 or 2006?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_LINE.png,Which year has the smallest risk for 45-64 year olds?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_LINE.png,What year did 45-64 year olds have their lowest risk for diabetes?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_LINE.png,What year did younger adults have their highest risk for diabetes?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_LINE.png,What year did 20-24 year olds have the lowest risk for diabetes?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_LINE.png,What year did older adults have their 2nd highest risk rate?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_NONE.png,Whose risk decreased the most from 2000 to 2002?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_NONE.png,Which age group was the 3rd most at risk in 2000?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_NONE.png,"In the year where 20-24 year olds were most at risk, what was 2nd most at risk group overall?",20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_NONE.png,Which group had the highest risk of diabetes in 2012?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_NONE.png,Whose risk increased the most from 2010 to 2012?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_NONE.png,Whose risk decreased the most from 2000 to 2002?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_NONE.png,"Which year had did younger adults have the most risk, 2004 or 2006?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_NONE.png,"Which year had did older adults have the least risk, 2006 or 2008?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_NONE.png,"Which year did 45-64 year olds have the highest risk, 2004 or 2012?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_NONE.png,"When did 20-24 year olds have a lower risk for diabetes, during 2002 or 2006?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_NONE.png,Which year has the smallest risk for 45-64 year olds?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_NONE.png,What year did 45-64 year olds have their lowest risk for diabetes?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_NONE.png,What year did younger adults have their highest risk for diabetes?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_NONE.png,What year did 20-24 year olds have the lowest risk for diabetes?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_NONE.png,What year did older adults have their 2nd highest risk rate?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_VALUE.png,Whose risk decreased the most from 2000 to 2002?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_VALUE.png,Which age group was the 3rd most at risk in 2000?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_VALUE.png,"In the year where 20-24 year olds were most at risk, what was 2nd most at risk group overall?",20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_VALUE.png,Which group had the highest risk of diabetes in 2012?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_VALUE.png,Whose risk increased the most from 2010 to 2012?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_VALUE.png,Whose risk decreased the most from 2000 to 2002?,20-24,45-64,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_VALUE.png,"Which year had did younger adults have the most risk, 2004 or 2006?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_VALUE.png,"Which year had did older adults have the least risk, 2006 or 2008?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_VALUE.png,"Which year did 45-64 year olds have the highest risk, 2004 or 2012?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_VALUE.png,"When did 20-24 year olds have a lower risk for diabetes, during 2002 or 2006?",2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_VALUE.png,Which year has the smallest risk for 45-64 year olds?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_VALUE.png,What year did 45-64 year olds have their lowest risk for diabetes?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_VALUE.png,What year did younger adults have their highest risk for diabetes?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_VALUE.png,What year did 20-24 year olds have the lowest risk for diabetes?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE2_VALUE.png,What year did older adults have their 2nd highest risk rate?,2000,2002,2004,2006,2008,2010,2012,2014,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_DOT.png,Which month had the least amount of petty theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_DOT.png,Which month had the most amount of grand theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_DOT.png,"Which month had the most petty theft, July or October?",February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_DOT.png,Which month had the 2nd most amount of petty theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_DOT.png,Which month had the least amount of grand theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_DOT.png,Which month had the 2nd least amount of grand theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_DOT.png,Which month had the 3rd highest petty theft rate?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_DOT.png,Which month had the most amount of petty theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_DOT.png,Which type of theft decreased the most from July to August?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_DOT.png,Which type of theft decreased the most from May to June?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_DOT.png,Which type of theft decreased the most from October to November?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_DOT.png,Which type of theft increased the most from June to July?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_DOT.png,Which increased more from September to October?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_LINE.png,Which month had the least amount of petty theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_LINE.png,Which month had the most amount of grand theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_LINE.png,"Which month had the most petty theft, July or October?",February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_LINE.png,Which month had the 2nd most amount of petty theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_LINE.png,Which month had the least amount of grand theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_LINE.png,Which month had the 2nd least amount of grand theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_LINE.png,Which month had the 3rd highest petty theft rate?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_LINE.png,Which month had the most amount of petty theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_LINE.png,Which type of theft decreased the most from July to August?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_LINE.png,Which type of theft decreased the most from May to June?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_LINE.png,Which type of theft decreased the most from October to November?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_LINE.png,Which type of theft increased the most from June to July?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_LINE.png,Which increased more from September to October?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_NONE.png,Which month had the least amount of petty theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_NONE.png,Which month had the most amount of grand theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_NONE.png,"Which month had the most petty theft, July or October?",February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_NONE.png,Which month had the 2nd most amount of petty theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_NONE.png,Which month had the least amount of grand theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_NONE.png,Which month had the 2nd least amount of grand theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_NONE.png,Which month had the 3rd highest petty theft rate?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_NONE.png,Which month had the most amount of petty theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_NONE.png,Which type of theft decreased the most from July to August?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_NONE.png,Which type of theft decreased the most from May to June?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_NONE.png,Which type of theft decreased the most from October to November?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_NONE.png,Which type of theft increased the most from June to July?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_NONE.png,Which increased more from September to October?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_VALUE.png,Which month had the least amount of petty theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_VALUE.png,Which month had the most amount of grand theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_VALUE.png,"Which month had the most petty theft, July or October?",February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_VALUE.png,Which month had the 2nd most amount of petty theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_VALUE.png,Which month had the least amount of grand theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_VALUE.png,Which month had the 2nd least amount of grand theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_VALUE.png,Which month had the 3rd highest petty theft rate?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_VALUE.png,Which month had the most amount of petty theft?,February,March,April,May,June,July,August,September,October,November
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_VALUE.png,Which type of theft decreased the most from July to August?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_VALUE.png,Which type of theft decreased the most from May to June?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_VALUE.png,Which type of theft decreased the most from October to November?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_VALUE.png,Which type of theft increased the most from June to July?,Petty Theft,Grand Theft,,,,,,,,
https://information-visualizations-mturk-images.s3-us-west-1.amazonaws.com/Amazon+S3+Images/PIE1_VALUE.png,Which increased more from September to October?,Petty Theft,Grand Theft,,,,,,,,
